"","sampling_id","site_id","sampling_date","secchi","temperature","substrate","trap","rake","zigzag","notes"
"173",253,42,2014-10-27,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,""
"174",165,90,2014-08-08,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,""
"175",166,91,2014-08-08,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,""
"176",181,98,2014-07-15,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,""
"177",178,94,2014-08-29,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Mikeal Jones (lake watch volunteer) and John Waller today's visit. This is second shoreline visit to Cooper Creek on July 15, 2014 at 10:40 am when water temperature profile and secchi depth measurements were done by canoe at the lake's deepest location. Previous visit on July 7 Mikeal Jones did a more detailed look at shoreline locations near east and west boat ramps and docks, identifying non-native plants noted in data submitted."
"178",186,108,2014-08-19,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Temp data is out of order. For unknown reasons when data is submitted it does enter in chronological order but almost seems random.  Why? Does it make any difference?"
"179",103,66,2013-07-16,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,""
"180",96,62,2013-08-22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"High overcast, 90% cloud cover, calm winds. ODFW was planting fingerling trout from a truck off the west shore, and missed the water with the end of the hose. Silver fish flashing everywhere along the shoreline. No other boats present. The lake level is down ~10"" from 6/30/2013 visit. Had to place small limbs onto exposed lake bottom to launch and retrieve the boat. Really hard to single-handedly drag a drift boat over a muddy lake bottom; even tougher on the retrieve. Set the brake, rock blocked the wheels, and crank hard on the winch. "
"181",97,63,2013-08-22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Sampled in center of south basin."
"182",98,62,2013-10-28,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Bob and Steve Wille continue their snowy adventure in the high Cascade lakes. We see 4 adult swans gliding across the lake, 2 adult bald eagles roosting in a tree on the south end of the lake, 4 ducks of indeterminate species, and 8 lesser scaup. The lake has returned to its ""normal"" level from the August sampling date, so launch and retrieval was do-able. Ice is hanging from the shoreline shrubbery. We are the lone boat on the lake. In fact, we have not seen another vehicle or person since we left the Clackamas River highway."
"183",99,63,2013-10-28,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Last sampling event of the season! Brrr! I will report that we finished early enough with two observers that we had time to buck up a fallen tree over the road in a campground on the way home. Wood for the home fire. It will feel good after this trip."
"184",111,71,2013-06-09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Data collected by Thomas Rupers, entered by R. Miller"
"185",196,20,2014-09-06,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Nothing was found on the shore nor with the rake toss."
"186",227,121,2014-08-19,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Deployed trap on 8/19, retrieved on 8/21. One large signal crawfish."
"187",240,128,2014-09-16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Nothing but algae and dead native snails. No rocks, just muck."
"188",211,110,2014-07-24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Marsilea vestita abundant, Isoetes sp, quillwort, Potamogeton pusillus abundant, filamentous algae common. Native snails."
"189",212,51,2014-07-24,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"P. pusillus abundant, Chara spp., Limosella spp? Native snails, leeches."
"190",229,119,2014-08-19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Polygonum amphibiam abundant, Chara sp, P. pusillus abundant."
"191",266,63,2014-10-04,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Took some photos of the sampling effort at both Olallie & Monon Lakes today. The pictures were previously submitted to Rich Miller."
"192",214,53,2014-07-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,""
"193",225,112,2014-08-19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Lake dropped considerably. No boats."
"194",226,117,2014-08-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,""
"195",237,112,2014-09-16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Algae clumps throughout water column."
"196",242,117,2014-09-16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Retrieved sampler for the season, nothing on it."
"197",251,129,2014-08-21,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"1400 hrs Sunny and calm, outside temp 32.2 C
"
"198",252,129,2014-10-12,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"1430 hrs, sunny and calm, outside temp 17.2 C"
"199",261,61,2014-07-16,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Three boats observed fishing on lake. The afternoon wind is picking up as I move from Ola-1 towards Ola-2."
"200",255,107,2014-10-27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,""
